entity_id,entity_type,name,name_iast,source_file,row_index,attestation_status
deity:anuradha,deity,Anuradha,,datasets/cosmology/deity_attributes.csv,16,seed_unverified
deity:ardra,deity,Ardra,,datasets/cosmology/deity_attributes.csv,5,seed_unverified
deity:ashlesha,deity,Ashlesha,,datasets/cosmology/deity_attributes.csv,8,seed_unverified
deity:ashwini,deity,Ashwini,,datasets/cosmology/deity_attributes.csv,0,seed_unverified
deity:bharani,deity,Bharani,,datasets/cosmology/deity_attributes.csv,1,seed_unverified
deity:brahma,deity,Brahma,,datasets/cosmology/deity_master.csv,2,seed_unverified
deity:brihaspati,deity,Brihaspati,,datasets/cosmology/deity_master.csv,13,seed_unverified
deity:budha,deity,Budha,,datasets/cosmology/deity_master.csv,12,seed_unverified
deity:chandra,deity,Chandra,,datasets/cosmology/deity_domains.csv,5,seed_unverified
deity:chitra,deity,Chitra,,datasets/cosmology/deity_attributes.csv,13,seed_unverified
deity:dhanishta,deity,Dhanishta,,datasets/cosmology/deity_attributes.csv,22,seed_unverified
deity:durga,deity,Durga,,datasets/cosmology/deity_domains.csv,8,seed_unverified
deity:ganesha,deity,Ganesha,,datasets/cosmology/deity_domains.csv,11,seed_unverified
deity:hasta,deity,Hasta,,datasets/cosmology/deity_attributes.csv,12,seed_unverified
deity:indra,deity,Indra,,datasets/cosmology/deity_domains.csv,0,seed_unverified
deity:jyeshtha,deity,Jyeshtha,,datasets/cosmology/deity_attributes.csv,17,seed_unverified
deity:kali,deity,Kali,,datasets/cosmology/deity_master.csv,4,seed_unverified
deity:kamadeva,deity,Kamadeva,,datasets/cosmology/deity_master.csv,24,seed_unverified
deity:karttikeya,deity,Karttikeya,,datasets/cosmology/deity_domains.csv,12,seed_unverified
deity:ketu,deity,Ketu,,datasets/cosmology/deity_master.csv,17,seed_unverified
deity:krittika,deity,Krittika,,datasets/cosmology/deity_attributes.csv,2,seed_unverified
deity:kubera,deity,Kubera,,datasets/cosmology/deity_domains.csv,6,seed_unverified
deity:lakshmi,deity,Lakshmi,,datasets/cosmology/deity_domains.csv,9,seed_unverified
deity:magha,deity,Magha,,datasets/cosmology/deity_attributes.csv,9,seed_unverified
deity:mangala,deity,Mangala,,datasets/cosmology/deity_master.csv,11,seed_unverified
deity:mrigashira,deity,Mrigashira,,datasets/cosmology/deity_attributes.csv,4,seed_unverified
deity:mula,deity,Mula,,datasets/cosmology/deity_attributes.csv,18,seed_unverified
deity:parvati,deity,Parvati,,datasets/cosmology/deity_master.csv,25,seed_unverified
deity:punarvasu,deity,Punarvasu,,datasets/cosmology/deity_attributes.csv,6,seed_unverified
deity:purva_ashadha,deity,Purva Ashadha,,datasets/cosmology/deity_attributes.csv,19,seed_unverified
deity:purva_bhadrapada,deity,Purva Bhadrapada,,datasets/cosmology/deity_attributes.csv,24,seed_unverified
deity:purva_phalguni,deity,Purva Phalguni,,datasets/cosmology/deity_attributes.csv,10,seed_unverified
deity:pushya,deity,Pushya,,datasets/cosmology/deity_attributes.csv,7,seed_unverified
deity:rahu,deity,Rahu,,datasets/cosmology/deity_master.csv,16,seed_unverified
deity:revati,deity,Revati,,datasets/cosmology/deity_attributes.csv,26,seed_unverified
deity:rohini,deity,Rohini,,datasets/cosmology/deity_attributes.csv,3,seed_unverified
deity:saraswati,deity,Saraswati,,datasets/cosmology/deity_domains.csv,10,seed_unverified
deity:shani,deity,Shani,,datasets/cosmology/deity_master.csv,15,seed_unverified
deity:shatabhisha,deity,Shatabhisha,,datasets/cosmology/deity_attributes.csv,23,seed_unverified
deity:shiva,deity,Shiva,,datasets/cosmology/deity_master.csv,0,seed_unverified
deity:shravana,deity,Shravana,,datasets/cosmology/deity_attributes.csv,21,seed_unverified
deity:shukra,deity,Shukra,,datasets/cosmology/deity_master.csv,14,seed_unverified
deity:skanda,deity,Skanda,,datasets/cosmology/deity_master.csv,26,seed_unverified
deity:surya,deity,Surya,,datasets/cosmology/deity_domains.csv,4,seed_unverified
deity:swati,deity,Swati,,datasets/cosmology/deity_attributes.csv,14,seed_unverified
deity:uttara_ashadha,deity,Uttara Ashadha,,datasets/cosmology/deity_attributes.csv,20,seed_unverified
deity:uttara_bhadrapada,deity,Uttara Bhadrapada,,datasets/cosmology/deity_attributes.csv,25,seed_unverified
deity:uttara_phalguni,deity,Uttara Phalguni,,datasets/cosmology/deity_attributes.csv,11,seed_unverified
deity:varuna,deity,Varuna,,datasets/cosmology/deity_domains.csv,2,seed_unverified
deity:vayu,deity,Vayu,,datasets/cosmology/deity_domains.csv,3,seed_unverified
deity:vishakha,deity,Vishakha,,datasets/cosmology/deity_attributes.csv,15,seed_unverified
deity:vishnu,deity,Vishnu,,datasets/cosmology/deity_master.csv,1,seed_unverified
deity:yama,deity,Yama,,datasets/cosmology/deity_domains.csv,7,seed_unverified
devi:bhagamalini,devi,Bhagamālinī,Bhagamālinī,datasets/cosmology/nitya_devi_master.csv,1,seed_unverified
devi:bherunda,devi,Bheruṇḍā,Bheruṇḍā,datasets/cosmology/nitya_devi_master.csv,3,seed_unverified
devi:citra,devi,Citrā,Citrā,datasets/cosmology/nitya_devi_master.csv,14,seed_unverified
devi:jvalamalini,devi,Jvālāmālinī,Jvālāmālinī,datasets/cosmology/nitya_devi_master.csv,13,seed_unverified
devi:kameshvari,devi,Kāmeśvarī,Kāmeśvarī,datasets/cosmology/nitya_devi_master.csv,0,seed_unverified
devi:kulasundari,devi,Kulasundarī,Kulasundarī,datasets/cosmology/nitya_devi_master.csv,8,seed_unverified
devi:mahavajreshvari,devi,Mahāvajreśvarī,Mahāvajreśvarī,datasets/cosmology/nitya_devi_master.csv,5,seed_unverified
devi:nilapataka,devi,Nīlapatākā,Nīlapatākā,datasets/cosmology/nitya_devi_master.csv,10,seed_unverified
devi:nitya,devi,Nityā,Nityā,datasets/cosmology/nitya_devi_master.csv,9,seed_unverified
devi:nityaklinna,devi,Nityaklinnā,Nityaklinnā,datasets/cosmology/nitya_devi_master.csv,2,seed_unverified
devi:sarvangasundari,devi,Sarvāṅgasundarī,Sarvāṅgasundarī,datasets/cosmology/nitya_devi_master.csv,12,seed_unverified
devi:shivaduti,devi,Śivadūtī,Śivadūtī,datasets/cosmology/nitya_devi_master.csv,6,seed_unverified
devi:tvarita,devi,Tvaritā,Tvaritā,datasets/cosmology/nitya_devi_master.csv,7,seed_unverified
devi:vahnivasini,devi,Vahnivāsinī,Vahnivāsinī,datasets/cosmology/nitya_devi_master.csv,4,seed_unverified
devi:vijaya,devi,Vijayā,Vijayā,datasets/cosmology/nitya_devi_master.csv,11,seed_unverified
dhatu:asthi,dhatu,Asthi,Asthi,datasets/ayurveda/sapta_dhatu.csv,4,seed_unverified
dhatu:majja,dhatu,Majja,Majja,datasets/ayurveda/sapta_dhatu.csv,5,seed_unverified
dhatu:mamsa,dhatu,Mamsa,Mamsa,datasets/ayurveda/sapta_dhatu.csv,2,seed_unverified
dhatu:meda,dhatu,Meda,Meda,datasets/ayurveda/sapta_dhatu.csv,3,seed_unverified
dhatu:rakta,dhatu,Rakta,Rakta,datasets/ayurveda/sapta_dhatu.csv,1,seed_unverified
dhatu:rasa,dhatu,Rasa,Rasa,datasets/ayurveda/sapta_dhatu.csv,0,seed_unverified
dhatu:shukraartava,dhatu,Shukra/Artava,Shukra/Artava,datasets/ayurveda/sapta_dhatu.csv,6,seed_unverified
dosha:kapha,dosha,kapha,,datasets/ayurveda/dosha.csv,2,seed_unverified
dosha:pitta,dosha,pitta,,datasets/ayurveda/dosha.csv,1,seed_unverified
dosha:vata,dosha,vata,,datasets/ayurveda/dosha.csv,0,seed_unverified
element:air,element,Air,,datasets/cosmology/element_master.csv,1,seed_unverified
element:earth,element,Earth,,datasets/cosmology/element_master.csv,4,seed_unverified
element:ether,element,Ether,,datasets/cosmology/element_master.csv,0,seed_unverified
element:fire,element,Fire,,datasets/cosmology/element_master.csv,2,seed_unverified
element:water,element,Water,,datasets/cosmology/element_master.csv,3,seed_unverified
forest:bahulashva,forest,Bahulavana,Bahulavana,datasets/cosmology/vraja_forests.csv,3,seed_unverified
forest:bhadra,forest,Bhadravana,Bhadravana,datasets/cosmology/vraja_forests.csv,7,seed_unverified
forest:brahma,forest,Mahavana,Mahavana,datasets/cosmology/vraja_forests.csv,10,seed_unverified
forest:dhenukasura,forest,Talavana,Talavana,datasets/cosmology/vraja_forests.csv,1,seed_unverified
forest:kamadeva,forest,Kamyavana,Kamyavana,datasets/cosmology/vraja_forests.csv,4,seed_unverified
forest:khanda_rishi,forest,Khadyavana,Khadyavana,datasets/cosmology/vraja_forests.csv,5,seed_unverified
forest:loha_jata,forest,Lohavana,Lohavana,datasets/cosmology/vraja_forests.csv,9,seed_unverified
forest:madhu_kaitabha,forest,Madhuvana,Madhuvana,datasets/cosmology/vraja_forests.csv,0,seed_unverified
forest:nanda_yashoda,forest,Gokula,Gokula,datasets/cosmology/vraja_forests.csv,11,seed_unverified
forest:radha_krishna,forest,Vrindavana,Vrindavana,datasets/cosmology/vraja_forests.csv,6,seed_unverified
forest:shiva,forest,Bilvavana,Bilvavana,datasets/cosmology/vraja_forests.csv,8,seed_unverified
forest:varuna,forest,Kumudavana,Kumudavana,datasets/cosmology/vraja_forests.csv,2,seed_unverified
graha:budha,graha,Budha,Budha,datasets/astro/grahas.csv,3,seed_unverified
graha:chandra,graha,Chandra,Candra,datasets/astro/grahas.csv,1,seed_unverified
graha:guru,graha,Guru,Guru,datasets/astro/grahas.csv,4,seed_unverified
graha:ketu,graha,Ketu,Ketu,datasets/astro/grahas.csv,8,seed_unverified
graha:mangala,graha,Mangala,Maṅgala,datasets/astro/grahas.csv,2,seed_unverified
graha:rahu,graha,Rahu,Rāhu,datasets/astro/grahas.csv,7,seed_unverified
graha:shani,graha,Shani,Śani,datasets/astro/grahas.csv,6,seed_unverified
graha:shukra,graha,Shukra,Śukra,datasets/astro/grahas.csv,5,seed_unverified
graha:surya,graha,Surya,Sūrya,datasets/astro/grahas.csv,0,seed_unverified
guna:dry,guna,dry,,datasets/ayurveda/guna.csv,3,seed_unverified
guna:dull,guna,dull,,datasets/ayurveda/guna.csv,4,seed_unverified
guna:flowing,guna,flowing,,datasets/ayurveda/guna.csv,7,seed_unverified
guna:hard,guna,hard,,datasets/ayurveda/guna.csv,9,seed_unverified
guna:heavy,guna,heavy,,datasets/ayurveda/guna.csv,0,seed_unverified
guna:light,guna,light,,datasets/ayurveda/guna.csv,1,seed_unverified
guna:rajas,guna,rajas,,datasets/ayurveda/gunas.csv,1,seed_unverified
guna:sattva,guna,sattva,,datasets/ayurveda/gunas.csv,0,seed_unverified
guna:sharp,guna,sharp,,datasets/ayurveda/guna.csv,5,seed_unverified
guna:soft,guna,soft,,datasets/ayurveda/guna.csv,8,seed_unverified
guna:stable,guna,stable,,datasets/ayurveda/guna.csv,6,seed_unverified
guna:tamas,guna,tamas,,datasets/ayurveda/gunas.csv,2,seed_unverified
guna:unctuous,guna,unctuous,,datasets/ayurveda/guna.csv,2,seed_unverified
herb:amalaki,herb,Āmalakī,Āmalakī,datasets/ayurveda/herb_exemplars.csv,3,seed_unverified
herb:ashvagandha,herb,Aśvagandhā,Aśvagandhā,datasets/ayurveda/herb_exemplars.csv,0,seed_unverified
herb:guggulu,herb,Guggulu,Guggulu,datasets/ayurveda/herb_exemplars.csv,4,seed_unverified
herb:h001,herb,H001,,datasets/ayurveda/herb_spine_108.csv,0,seed_unverified
herb:h002,herb,H002,,datasets/ayurveda/herb_spine_108.csv,1,seed_unverified
herb:h003,herb,H003,,datasets/ayurveda/herb_spine_108.csv,2,seed_unverified
herb:h004,herb,H004,,datasets/ayurveda/herb_spine_108.csv,3,seed_unverified
herb:h005,herb,H005,,datasets/ayurveda/herb_spine_108.csv,4,seed_unverified
herb:h006,herb,H006,,datasets/ayurveda/herb_spine_108.csv,5,seed_unverified
herb:h007,herb,H007,,datasets/ayurveda/herb_spine_108.csv,6,seed_unverified
herb:h008,herb,H008,,datasets/ayurveda/herb_spine_108.csv,7,seed_unverified
herb:h009,herb,H009,,datasets/ayurveda/herb_spine_108.csv,8,seed_unverified
herb:h010,herb,H010,,datasets/ayurveda/herb_spine_108.csv,9,seed_unverified
herb:h011,herb,H011,,datasets/ayurveda/herb_spine_108.csv,10,seed_unverified
herb:h012,herb,H012,,datasets/ayurveda/herb_spine_108.csv,11,seed_unverified
herb:h013,herb,H013,,datasets/ayurveda/herb_spine_108.csv,12,seed_unverified
herb:h014,herb,H014,,datasets/ayurveda/herb_spine_108.csv,13,seed_unverified
herb:h015,herb,H015,,datasets/ayurveda/herb_spine_108.csv,14,seed_unverified
herb:h016,herb,H016,,datasets/ayurveda/herb_spine_108.csv,15,seed_unverified
herb:h017,herb,H017,,datasets/ayurveda/herb_spine_108.csv,16,seed_unverified
herb:h018,herb,H018,,datasets/ayurveda/herb_spine_108.csv,17,seed_unverified
herb:h019,herb,H019,,datasets/ayurveda/herb_spine_108.csv,18,seed_unverified
herb:h020,herb,H020,,datasets/ayurveda/herb_spine_108.csv,19,seed_unverified
herb:h021,herb,H021,,datasets/ayurveda/herb_spine_108.csv,20,seed_unverified
herb:h022,herb,H022,,datasets/ayurveda/herb_spine_108.csv,21,seed_unverified
herb:h023,herb,H023,,datasets/ayurveda/herb_spine_108.csv,22,seed_unverified
herb:h024,herb,H024,,datasets/ayurveda/herb_spine_108.csv,23,seed_unverified
herb:h025,herb,H025,,datasets/ayurveda/herb_spine_108.csv,24,seed_unverified
herb:h026,herb,H026,,datasets/ayurveda/herb_spine_108.csv,25,seed_unverified
herb:h027,herb,H027,,datasets/ayurveda/herb_spine_108.csv,26,seed_unverified
herb:h028,herb,H028,,datasets/ayurveda/herb_spine_108.csv,27,seed_unverified
herb:h029,herb,H029,,datasets/ayurveda/herb_spine_108.csv,28,seed_unverified
herb:h030,herb,H030,,datasets/ayurveda/herb_spine_108.csv,29,seed_unverified
herb:h031,herb,H031,,datasets/ayurveda/herb_spine_108.csv,30,seed_unverified
herb:h032,herb,H032,,datasets/ayurveda/herb_spine_108.csv,31,seed_unverified
herb:h033,herb,H033,,datasets/ayurveda/herb_spine_108.csv,32,seed_unverified
herb:h034,herb,H034,,datasets/ayurveda/herb_spine_108.csv,33,seed_unverified
herb:h035,herb,H035,,datasets/ayurveda/herb_spine_108.csv,34,seed_unverified
herb:h036,herb,H036,,datasets/ayurveda/herb_spine_108.csv,35,seed_unverified
herb:h037,herb,H037,,datasets/ayurveda/herb_spine_108.csv,36,seed_unverified
herb:h038,herb,H038,,datasets/ayurveda/herb_spine_108.csv,37,seed_unverified
herb:h039,herb,H039,,datasets/ayurveda/herb_spine_108.csv,38,seed_unverified
herb:h040,herb,H040,,datasets/ayurveda/herb_spine_108.csv,39,seed_unverified
herb:h041,herb,H041,,datasets/ayurveda/herb_spine_108.csv,40,seed_unverified
herb:h042,herb,H042,,datasets/ayurveda/herb_spine_108.csv,41,seed_unverified
herb:h043,herb,H043,,datasets/ayurveda/herb_spine_108.csv,42,seed_unverified
herb:h044,herb,H044,,datasets/ayurveda/herb_spine_108.csv,43,seed_unverified
herb:h045,herb,H045,,datasets/ayurveda/herb_spine_108.csv,44,seed_unverified
herb:h046,herb,H046,,datasets/ayurveda/herb_spine_108.csv,45,seed_unverified
herb:h047,herb,H047,,datasets/ayurveda/herb_spine_108.csv,46,seed_unverified
herb:h048,herb,H048,,datasets/ayurveda/herb_spine_108.csv,47,seed_unverified
herb:h049,herb,H049,,datasets/ayurveda/herb_spine_108.csv,48,seed_unverified
herb:h050,herb,H050,,datasets/ayurveda/herb_spine_108.csv,49,seed_unverified
herb:h051,herb,H051,,datasets/ayurveda/herb_spine_108.csv,50,seed_unverified
herb:h052,herb,H052,,datasets/ayurveda/herb_spine_108.csv,51,seed_unverified
herb:h053,herb,H053,,datasets/ayurveda/herb_spine_108.csv,52,seed_unverified
herb:h054,herb,H054,,datasets/ayurveda/herb_spine_108.csv,53,seed_unverified
herb:h055,herb,H055,,datasets/ayurveda/herb_spine_108.csv,54,seed_unverified
herb:h056,herb,H056,,datasets/ayurveda/herb_spine_108.csv,55,seed_unverified
herb:h057,herb,H057,,datasets/ayurveda/herb_spine_108.csv,56,seed_unverified
herb:h058,herb,H058,,datasets/ayurveda/herb_spine_108.csv,57,seed_unverified
herb:h059,herb,H059,,datasets/ayurveda/herb_spine_108.csv,58,seed_unverified
herb:h060,herb,H060,,datasets/ayurveda/herb_spine_108.csv,59,seed_unverified
herb:h061,herb,H061,,datasets/ayurveda/herb_spine_108.csv,60,seed_unverified
herb:h062,herb,H062,,datasets/ayurveda/herb_spine_108.csv,61,seed_unverified
herb:h063,herb,H063,,datasets/ayurveda/herb_spine_108.csv,62,seed_unverified
herb:h064,herb,H064,,datasets/ayurveda/herb_spine_108.csv,63,seed_unverified
herb:h065,herb,H065,,datasets/ayurveda/herb_spine_108.csv,64,seed_unverified
herb:h066,herb,H066,,datasets/ayurveda/herb_spine_108.csv,65,seed_unverified
herb:h067,herb,H067,,datasets/ayurveda/herb_spine_108.csv,66,seed_unverified
herb:h068,herb,H068,,datasets/ayurveda/herb_spine_108.csv,67,seed_unverified
herb:h069,herb,H069,,datasets/ayurveda/herb_spine_108.csv,68,seed_unverified
herb:h070,herb,H070,,datasets/ayurveda/herb_spine_108.csv,69,seed_unverified
herb:h071,herb,H071,,datasets/ayurveda/herb_spine_108.csv,70,seed_unverified
herb:h072,herb,H072,,datasets/ayurveda/herb_spine_108.csv,71,seed_unverified
