from_id,relation,to_id,tradition,source,confidence,gaudiya_aligned,notes
hexagram:01,hexagram_upper_trigram,trigram:qian,yijing,hexagrams.csv,1.00,false,the creative upper trigram
hexagram:01,hexagram_graha,graha:surya,yijing_jyotish,hexagrams.csv,0.78,false,the creative governed by surya
hexagram:01,hexagram_rasa,rasa:adbhuta,yijing_natyashastra,hexagrams.csv,0.72,false,the creative expresses adbhuta
hexagram:02,hexagram_lower_trigram,trigram:kun,yijing,hexagrams.csv,1.00,false,the receptive lower trigram
hexagram:02,hexagram_upper_trigram,trigram:kun,yijing,hexagrams.csv,1.00,false,the receptive upper trigram
hexagram:02,hexagram_graha,graha:chandra,yijing_jyotish,hexagrams.csv,0.78,false,the receptive governed by chandra
hexagram:02,hexagram_rasa,rasa:shanta,yijing_natyashastra,hexagrams.csv,0.72,false,the receptive expresses shanta
hexagram:03,hexagram_lower_trigram,trigram:zhen,yijing,hexagrams.csv,1.00,false,difficulty at the beginning lower trigram
hexagram:03,hexagram_upper_trigram,trigram:kan,yijing,hexagrams.csv,1.00,false,difficulty at the beginning upper trigram
hexagram:03,hexagram_graha,graha:mangala,yijing_jyotish,hexagrams.csv,0.78,false,difficulty at the beginning governed by mangala
hexagram:03,hexagram_rasa,rasa:karuna,yijing_natyashastra,hexagrams.csv,0.72,false,difficulty at the beginning expresses karuna
hexagram:04,hexagram_lower_trigram,trigram:kan,yijing,hexagrams.csv,1.00,false,youthful folly lower trigram
hexagram:04,hexagram_upper_trigram,trigram:gen,yijing,hexagrams.csv,1.00,false,youthful folly upper trigram
hexagram:04,hexagram_graha,graha:shani,yijing_jyotish,hexagrams.csv,0.78,false,youthful folly governed by shani
hexagram:04,hexagram_rasa,rasa:hasya,yijing_natyashastra,hexagrams.csv,0.72,false,youthful folly expresses hasya
hexagram:05,hexagram_lower_trigram,trigram:qian,yijing,hexagrams.csv,1.00,false,waiting lower trigram
hexagram:05,hexagram_upper_trigram,trigram:kan,yijing,hexagrams.csv,1.00,false,waiting upper trigram
hexagram:05,hexagram_graha,graha:surya,yijing_jyotish,hexagrams.csv,0.78,false,waiting governed by surya
hexagram:05,hexagram_rasa,rasa:shanta,yijing_natyashastra,hexagrams.csv,0.72,false,waiting expresses shanta
hexagram:06,hexagram_lower_trigram,trigram:kan,yijing,hexagrams.csv,1.00,false,conflict lower trigram
hexagram:06,hexagram_upper_trigram,trigram:qian,yijing,hexagrams.csv,1.00,false,conflict upper trigram
hexagram:06,hexagram_graha,graha:shani,yijing_jyotish,hexagrams.csv,0.78,false,conflict governed by shani
hexagram:06,hexagram_rasa,rasa:raudra,yijing_natyashastra,hexagrams.csv,0.72,false,conflict expresses raudra
hexagram:07,hexagram_lower_trigram,trigram:kun,yijing,hexagrams.csv,1.00,false,the army lower trigram
hexagram:07,hexagram_upper_trigram,trigram:kan,yijing,hexagrams.csv,1.00,false,the army upper trigram
hexagram:07,hexagram_graha,graha:mangala,yijing_jyotish,hexagrams.csv,0.78,false,the army governed by mangala
hexagram:07,hexagram_rasa,rasa:vira,yijing_natyashastra,hexagrams.csv,0.72,false,the army expresses vira
hexagram:08,hexagram_lower_trigram,trigram:kan,yijing,hexagrams.csv,1.00,false,holding together lower trigram
hexagram:08,hexagram_upper_trigram,trigram:kun,yijing,hexagrams.csv,1.00,false,holding together upper trigram
hexagram:08,hexagram_graha,graha:chandra,yijing_jyotish,hexagrams.csv,0.78,false,holding together governed by chandra
hexagram:08,hexagram_rasa,rasa:shringara,yijing_natyashastra,hexagrams.csv,0.72,false,holding together expresses shringara
hexagram:09,hexagram_lower_trigram,trigram:qian,yijing,hexagrams.csv,1.00,false,taming power of the small lower trigram
hexagram:09,hexagram_upper_trigram,trigram:xun,yijing,hexagrams.csv,1.00,false,taming power of the small upper trigram
hexagram:09,hexagram_graha,graha:budha,yijing_jyotish,hexagrams.csv,0.78,false,taming power of the small governed by budha
hexagram:09,hexagram_rasa,rasa:shringara,yijing_natyashastra,hexagrams.csv,0.72,false,taming power of the small expresses shringara
hexagram:10,hexagram_lower_trigram,trigram:dui,yijing,hexagrams.csv,1.00,false,treading lower trigram
hexagram:10,hexagram_upper_trigram,trigram:qian,yijing,hexagrams.csv,1.00,false,treading upper trigram
hexagram:10,hexagram_graha,graha:shukra,yijing_jyotish,hexagrams.csv,0.78,false,treading governed by shukra
hexagram:10,hexagram_rasa,rasa:bhayanaka,yijing_natyashastra,hexagrams.csv,0.72,false,treading expresses bhayanaka
hexagram:11,hexagram_lower_trigram,trigram:qian,yijing,hexagrams.csv,1.00,false,peace lower trigram
hexagram:11,hexagram_upper_trigram,trigram:kun,yijing,hexagrams.csv,1.00,false,peace upper trigram
hexagram:11,hexagram_graha,graha:surya,yijing_jyotish,hexagrams.csv,0.78,false,peace governed by surya
hexagram:11,hexagram_rasa,rasa:shanta,yijing_natyashastra,hexagrams.csv,0.72,false,peace expresses shanta
hexagram:12,hexagram_lower_trigram,trigram:kun,yijing,hexagrams.csv,1.00,false,standstill lower trigram
hexagram:12,hexagram_upper_trigram,trigram:qian,yijing,hexagrams.csv,1.00,false,standstill upper trigram
hexagram:12,hexagram_graha,graha:shani,yijing_jyotish,hexagrams.csv,0.78,false,standstill governed by shani
hexagram:12,hexagram_rasa,rasa:bibhatsa,yijing_natyashastra,hexagrams.csv,0.72,false,standstill expresses bibhatsa
hexagram:13,hexagram_lower_trigram,trigram:li,yijing,hexagrams.csv,1.00,false,fellowship lower trigram
hexagram:13,hexagram_upper_trigram,trigram:qian,yijing,hexagrams.csv,1.00,false,fellowship upper trigram
hexagram:13,hexagram_graha,graha:surya,yijing_jyotish,hexagrams.csv,0.78,false,fellowship governed by surya
hexagram:13,hexagram_rasa,rasa:shringara,yijing_natyashastra,hexagrams.csv,0.72,false,fellowship expresses shringara
hexagram:14,hexagram_lower_trigram,trigram:qian,yijing,hexagrams.csv,1.00,false,great possession lower trigram
hexagram:14,hexagram_upper_trigram,trigram:li,yijing,hexagrams.csv,1.00,false,great possession upper trigram
hexagram:14,hexagram_graha,graha:surya,yijing_jyotish,hexagrams.csv,0.78,false,great possession governed by surya
hexagram:14,hexagram_rasa,rasa:adbhuta,yijing_natyashastra,hexagrams.csv,0.72,false,great possession expresses adbhuta
hexagram:15,hexagram_lower_trigram,trigram:gen,yijing,hexagrams.csv,1.00,false,modesty lower trigram
hexagram:15,hexagram_upper_trigram,trigram:kun,yijing,hexagrams.csv,1.00,false,modesty upper trigram
hexagram:15,hexagram_graha,graha:guru,yijing_jyotish,hexagrams.csv,0.78,false,modesty governed by guru
hexagram:15,hexagram_rasa,rasa:shanta,yijing_natyashastra,hexagrams.csv,0.72,false,modesty expresses shanta
hexagram:16,hexagram_lower_trigram,trigram:kun,yijing,hexagrams.csv,1.00,false,enthusiasm lower trigram
hexagram:16,hexagram_upper_trigram,trigram:zhen,yijing,hexagrams.csv,1.00,false,enthusiasm upper trigram
hexagram:16,hexagram_graha,graha:mangala,yijing_jyotish,hexagrams.csv,0.78,false,enthusiasm governed by mangala
hexagram:16,hexagram_rasa,rasa:hasya,yijing_natyashastra,hexagrams.csv,0.72,false,enthusiasm expresses hasya
hexagram:17,hexagram_lower_trigram,trigram:zhen,yijing,hexagrams.csv,1.00,false,following lower trigram
hexagram:17,hexagram_upper_trigram,trigram:dui,yijing,hexagrams.csv,1.00,false,following upper trigram
hexagram:17,hexagram_graha,graha:shukra,yijing_jyotish,hexagrams.csv,0.78,false,following governed by shukra
hexagram:17,hexagram_rasa,rasa:shringara,yijing_natyashastra,hexagrams.csv,0.72,false,following expresses shringara
hexagram:18,hexagram_lower_trigram,trigram:xun,yijing,hexagrams.csv,1.00,false,work on the decayed lower trigram
hexagram:18,hexagram_upper_trigram,trigram:gen,yijing,hexagrams.csv,1.00,false,work on the decayed upper trigram
hexagram:18,hexagram_graha,graha:budha,yijing_jyotish,hexagrams.csv,0.78,false,work on the decayed governed by budha
hexagram:18,hexagram_rasa,rasa:karuna,yijing_natyashastra,hexagrams.csv,0.72,false,work on the decayed expresses karuna
hexagram:19,hexagram_lower_trigram,trigram:dui,yijing,hexagrams.csv,1.00,false,approach lower trigram
hexagram:19,hexagram_upper_trigram,trigram:kun,yijing,hexagrams.csv,1.00,false,approach upper trigram
hexagram:19,hexagram_graha,graha:chandra,yijing_jyotish,hexagrams.csv,0.78,false,approach governed by chandra
hexagram:19,hexagram_rasa,rasa:shringara,yijing_natyashastra,hexagrams.csv,0.72,false,approach expresses shringara
hexagram:20,hexagram_lower_trigram,trigram:kun,yijing,hexagrams.csv,1.00,false,contemplation lower trigram
hexagram:20,hexagram_upper_trigram,trigram:xun,yijing,hexagrams.csv,1.00,false,contemplation upper trigram
hexagram:20,hexagram_graha,graha:budha,yijing_jyotish,hexagrams.csv,0.78,false,contemplation governed by budha
hexagram:20,hexagram_rasa,rasa:shanta,yijing_natyashastra,hexagrams.csv,0.72,false,contemplation expresses shanta
hexagram:21,hexagram_lower_trigram,trigram:zhen,yijing,hexagrams.csv,1.00,false,biting through lower trigram
hexagram:21,hexagram_upper_trigram,trigram:li,yijing,hexagrams.csv,1.00,false,biting through upper trigram
hexagram:21,hexagram_graha,graha:mangala,yijing_jyotish,hexagrams.csv,0.78,false,biting through governed by mangala
hexagram:21,hexagram_rasa,rasa:raudra,yijing_natyashastra,hexagrams.csv,0.72,false,biting through expresses raudra
hexagram:22,hexagram_lower_trigram,trigram:li,yijing,hexagrams.csv,1.00,false,grace lower trigram
hexagram:22,hexagram_upper_trigram,trigram:gen,yijing,hexagrams.csv,1.00,false,grace upper trigram
hexagram:22,hexagram_graha,graha:surya,yijing_jyotish,hexagrams.csv,0.78,false,grace governed by surya
hexagram:22,hexagram_rasa,rasa:shringara,yijing_natyashastra,hexagrams.csv,0.72,false,grace expresses shringara
hexagram:23,hexagram_lower_trigram,trigram:kun,yijing,hexagrams.csv,1.00,false,splitting apart lower trigram
hexagram:23,hexagram_upper_trigram,trigram:gen,yijing,hexagrams.csv,1.00,false,splitting apart upper trigram
hexagram:23,hexagram_graha,graha:shani,yijing_jyotish,hexagrams.csv,0.78,false,splitting apart governed by shani
hexagram:23,hexagram_rasa,rasa:bhayanaka,yijing_natyashastra,hexagrams.csv,0.72,false,splitting apart expresses bhayanaka
hexagram:24,hexagram_lower_trigram,trigram:zhen,yijing,hexagrams.csv,1.00,false,return lower trigram
hexagram:24,hexagram_upper_trigram,trigram:kun,yijing,hexagrams.csv,1.00,false,return upper trigram
hexagram:24,hexagram_graha,graha:mangala,yijing_jyotish,hexagrams.csv,0.78,false,return governed by mangala
hexagram:24,hexagram_rasa,rasa:adbhuta,yijing_natyashastra,hexagrams.csv,0.72,false,return expresses adbhuta
hexagram:25,hexagram_lower_trigram,trigram:zhen,yijing,hexagrams.csv,1.00,false,innocence lower trigram
hexagram:25,hexagram_upper_trigram,trigram:qian,yijing,hexagrams.csv,1.00,false,innocence upper trigram
hexagram:25,hexagram_graha,graha:surya,yijing_jyotish,hexagrams.csv,0.78,false,innocence governed by surya
hexagram:25,hexagram_rasa,rasa:adbhuta,yijing_natyashastra,hexagrams.csv,0.72,false,innocence expresses adbhuta
hexagram:26,hexagram_lower_trigram,trigram:qian,yijing,hexagrams.csv,1.00,false,taming power of the great lower trigram
hexagram:26,hexagram_upper_trigram,trigram:gen,yijing,hexagrams.csv,1.00,false,taming power of the great upper trigram
hexagram:26,hexagram_graha,graha:guru,yijing_jyotish,hexagrams.csv,0.78,false,taming power of the great governed by guru
hexagram:26,hexagram_rasa,rasa:vira,yijing_natyashastra,hexagrams.csv,0.72,false,taming power of the great expresses vira
hexagram:27,hexagram_lower_trigram,trigram:zhen,yijing,hexagrams.csv,1.00,false,nourishment lower trigram
hexagram:27,hexagram_upper_trigram,trigram:gen,yijing,hexagrams.csv,1.00,false,nourishment upper trigram
hexagram:27,hexagram_graha,graha:guru,yijing_jyotish,hexagrams.csv,0.78,false,nourishment governed by guru
hexagram:27,hexagram_rasa,rasa:shringara,yijing_natyashastra,hexagrams.csv,0.72,false,nourishment expresses shringara
hexagram:28,hexagram_lower_trigram,trigram:xun,yijing,hexagrams.csv,1.00,false,great preponderance lower trigram
hexagram:28,hexagram_upper_trigram,trigram:dui,yijing,hexagrams.csv,1.00,false,great preponderance upper trigram
hexagram:28,hexagram_graha,graha:shukra,yijing_jyotish,hexagrams.csv,0.78,false,great preponderance governed by shukra
hexagram:28,hexagram_rasa,rasa:bhayanaka,yijing_natyashastra,hexagrams.csv,0.72,false,great preponderance expresses bhayanaka
hexagram:29,hexagram_lower_trigram,trigram:kan,yijing,hexagrams.csv,1.00,false,the abysmal lower trigram
hexagram:29,hexagram_upper_trigram,trigram:kan,yijing,hexagrams.csv,1.00,false,the abysmal upper trigram
hexagram:29,hexagram_graha,graha:shani,yijing_jyotish,hexagrams.csv,0.78,false,the abysmal governed by shani
hexagram:29,hexagram_rasa,rasa:bhayanaka,yijing_natyashastra,hexagrams.csv,0.72,false,the abysmal expresses bhayanaka
hexagram:30,hexagram_lower_trigram,trigram:li,yijing,hexagrams.csv,1.00,false,the clinging lower trigram
hexagram:30,hexagram_upper_trigram,trigram:li,yijing,hexagrams.csv,1.00,false,the clinging upper trigram
hexagram:30,hexagram_graha,graha:surya,yijing_jyotish,hexagrams.csv,0.78,false,the clinging governed by surya
hexagram:30,hexagram_rasa,rasa:adbhuta,yijing_natyashastra,hexagrams.csv,0.72,false,the clinging expresses adbhuta
hexagram:31,hexagram_lower_trigram,trigram:gen,yijing,hexagrams.csv,1.00,false,influence lower trigram
hexagram:31,hexagram_upper_trigram,trigram:dui,yijing,hexagrams.csv,1.00,false,influence upper trigram
hexagram:31,hexagram_graha,graha:shukra,yijing_jyotish,hexagrams.csv,0.78,false,influence governed by shukra
hexagram:31,hexagram_rasa,rasa:shringara,yijing_natyashastra,hexagrams.csv,0.72,false,influence expresses shringara
hexagram:32,hexagram_lower_trigram,trigram:xun,yijing,hexagrams.csv,1.00,false,duration lower trigram
hexagram:32,hexagram_upper_trigram,trigram:zhen,yijing,hexagrams.csv,1.00,false,duration upper trigram
hexagram:32,hexagram_graha,graha:mangala,yijing_jyotish,hexagrams.csv,0.78,false,duration governed by mangala
hexagram:32,hexagram_rasa,rasa:shanta,yijing_natyashastra,hexagrams.csv,0.72,false,duration expresses shanta
hexagram:33,hexagram_lower_trigram,trigram:gen,yijing,hexagrams.csv,1.00,false,retreat lower trigram
hexagram:33,hexagram_upper_trigram,trigram:qian,yijing,hexagrams.csv,1.00,false,retreat upper trigram
hexagram:33,hexagram_graha,graha:guru,yijing_jyotish,hexagrams.csv,0.78,false,retreat governed by guru
hexagram:33,hexagram_rasa,rasa:shanta,yijing_natyashastra,hexagrams.csv,0.72,false,retreat expresses shanta
hexagram:34,hexagram_lower_trigram,trigram:qian,yijing,hexagrams.csv,1.00,false,great power lower trigram
hexagram:34,hexagram_upper_trigram,trigram:zhen,yijing,hexagrams.csv,1.00,false,great power upper trigram
hexagram:34,hexagram_graha,graha:mangala,yijing_jyotish,hexagrams.csv,0.78,false,great power governed by mangala
hexagram:34,hexagram_rasa,rasa:vira,yijing_natyashastra,hexagrams.csv,0.72,false,great power expresses vira
hexagram:35,hexagram_lower_trigram,trigram:kun,yijing,hexagrams.csv,1.00,false,progress lower trigram
hexagram:35,hexagram_upper_trigram,trigram:li,yijing,hexagrams.csv,1.00,false,progress upper trigram
hexagram:35,hexagram_graha,graha:surya,yijing_jyotish,hexagrams.csv,0.78,false,progress governed by surya
hexagram:35,hexagram_rasa,rasa:adbhuta,yijing_natyashastra,hexagrams.csv,0.72,false,progress expresses adbhuta
hexagram:36,hexagram_lower_trigram,trigram:li,yijing,hexagrams.csv,1.00,false,darkening of the light lower trigram
hexagram:36,hexagram_upper_trigram,trigram:kun,yijing,hexagrams.csv,1.00,false,darkening of the light upper trigram
hexagram:36,hexagram_graha,graha:shani,yijing_jyotish,hexagrams.csv,0.78,false,darkening of the light governed by shani
hexagram:36,hexagram_rasa,rasa:karuna,yijing_natyashastra,hexagrams.csv,0.72,false,darkening of the light expresses karuna
hexagram:37,hexagram_lower_trigram,trigram:li,yijing,hexagrams.csv,1.00,false,the family lower trigram
hexagram:37,hexagram_upper_trigram,trigram:xun,yijing,hexagrams.csv,1.00,false,the family upper trigram
hexagram:37,hexagram_graha,graha:budha,yijing_jyotish,hexagrams.csv,0.78,false,the family governed by budha
hexagram:37,hexagram_rasa,rasa:shringara,yijing_natyashastra,hexagrams.csv,0.72,false,the family expresses shringara
hexagram:38,hexagram_lower_trigram,trigram:dui,yijing,hexagrams.csv,1.00,false,opposition lower trigram
hexagram:38,hexagram_upper_trigram,trigram:li,yijing,hexagrams.csv,1.00,false,opposition upper trigram
hexagram:38,hexagram_graha,graha:mangala,yijing_jyotish,hexagrams.csv,0.78,false,opposition governed by mangala
hexagram:38,hexagram_rasa,rasa:raudra,yijing_natyashastra,hexagrams.csv,0.72,false,opposition expresses raudra
hexagram:39,hexagram_lower_trigram,trigram:gen,yijing,hexagrams.csv,1.00,false,obstruction lower trigram
hexagram:39,hexagram_upper_trigram,trigram:kan,yijing,hexagrams.csv,1.00,false,obstruction upper trigram
hexagram:39,hexagram_graha,graha:shani,yijing_jyotish,hexagrams.csv,0.78,false,obstruction governed by shani
hexagram:39,hexagram_rasa,rasa:karuna,yijing_natyashastra,hexagrams.csv,0.72,false,obstruction expresses karuna
hexagram:40,hexagram_lower_trigram,trigram:kan,yijing,hexagrams.csv,1.00,false,deliverance lower trigram
hexagram:40,hexagram_upper_trigram,trigram:zhen,yijing,hexagrams.csv,1.00,false,deliverance upper trigram
hexagram:40,hexagram_graha,graha:mangala,yijing_jyotish,hexagrams.csv,0.78,false,deliverance governed by mangala
hexagram:40,hexagram_rasa,rasa:hasya,yijing_natyashastra,hexagrams.csv,0.72,false,deliverance expresses hasya
hexagram:41,hexagram_lower_trigram,trigram:dui,yijing,hexagrams.csv,1.00,false,decrease lower trigram
hexagram:41,hexagram_upper_trigram,trigram:gen,yijing,hexagrams.csv,1.00,false,decrease upper trigram
hexagram:41,hexagram_graha,graha:guru,yijing_jyotish,hexagrams.csv,0.78,false,decrease governed by guru
hexagram:41,hexagram_rasa,rasa:karuna,yijing_natyashastra,hexagrams.csv,0.72,false,decrease expresses karuna
hexagram:42,hexagram_lower_trigram,trigram:zhen,yijing,hexagrams.csv,1.00,false,increase lower trigram
hexagram:42,hexagram_upper_trigram,trigram:xun,yijing,hexagrams.csv,1.00,false,increase upper trigram
hexagram:42,hexagram_graha,graha:budha,yijing_jyotish,hexagrams.csv,0.78,false,increase governed by budha
hexagram:42,hexagram_rasa,rasa:adbhuta,yijing_natyashastra,hexagrams.csv,0.72,false,increase expresses adbhuta
hexagram:43,hexagram_lower_trigram,trigram:qian,yijing,hexagrams.csv,1.00,false,breakthrough lower trigram
hexagram:43,hexagram_upper_trigram,trigram:dui,yijing,hexagrams.csv,1.00,false,breakthrough upper trigram
hexagram:43,hexagram_graha,graha:shukra,yijing_jyotish,hexagrams.csv,0.78,false,breakthrough governed by shukra
hexagram:43,hexagram_rasa,rasa:vira,yijing_natyashastra,hexagrams.csv,0.72,false,breakthrough expresses vira
hexagram:44,hexagram_lower_trigram,trigram:xun,yijing,hexagrams.csv,1.00,false,coming to meet lower trigram
hexagram:44,hexagram_upper_trigram,trigram:qian,yijing,hexagrams.csv,1.00,false,coming to meet upper trigram
hexagram:44,hexagram_graha,graha:surya,yijing_jyotish,hexagrams.csv,0.78,false,coming to meet governed by surya
hexagram:44,hexagram_rasa,rasa:shringara,yijing_natyashastra,hexagrams.csv,0.72,false,coming to meet expresses shringara
hexagram:45,hexagram_lower_trigram,trigram:kun,yijing,hexagrams.csv,1.00,false,gathering together lower trigram
hexagram:45,hexagram_upper_trigram,trigram:dui,yijing,hexagrams.csv,1.00,false,gathering together upper trigram
hexagram:45,hexagram_graha,graha:shukra,yijing_jyotish,hexagrams.csv,0.78,false,gathering together governed by shukra
hexagram:45,hexagram_rasa,rasa:shringara,yijing_natyashastra,hexagrams.csv,0.72,false,gathering together expresses shringara
hexagram:46,hexagram_lower_trigram,trigram:xun,yijing,hexagrams.csv,1.00,false,pushing upward lower trigram
hexagram:46,hexagram_upper_trigram,trigram:kun,yijing,hexagrams.csv,1.00,false,pushing upward upper trigram
hexagram:46,hexagram_graha,graha:guru,yijing_jyotish,hexagrams.csv,0.78,false,pushing upward governed by guru
hexagram:46,hexagram_rasa,rasa:vira,yijing_natyashastra,hexagrams.csv,0.72,false,pushing upward expresses vira
hexagram:47,hexagram_lower_trigram,trigram:kan,yijing,hexagrams.csv,1.00,false,oppression lower trigram
hexagram:47,hexagram_upper_trigram,trigram:dui,yijing,hexagrams.csv,1.00,false,oppression upper trigram
hexagram:47,hexagram_graha,graha:shani,yijing_jyotish,hexagrams.csv,0.78,false,oppression governed by shani
hexagram:47,hexagram_rasa,rasa:karuna,yijing_natyashastra,hexagrams.csv,0.72,false,oppression expresses karuna
hexagram:48,hexagram_lower_trigram,trigram:xun,yijing,hexagrams.csv,1.00,false,the well lower trigram
hexagram:48,hexagram_upper_trigram,trigram:kan,yijing,hexagrams.csv,1.00,false,the well upper trigram
hexagram:48,hexagram_graha,graha:shani,yijing_jyotish,hexagrams.csv,0.78,false,the well governed by shani
hexagram:48,hexagram_rasa,rasa:shanta,yijing_natyashastra,hexagrams.csv,0.72,false,the well expresses shanta
hexagram:49,hexagram_lower_trigram,trigram:li,yijing,hexagrams.csv,1.00,false,revolution lower trigram
hexagram:49,hexagram_upper_trigram,trigram:dui,yijing,hexagrams.csv,1.00,false,revolution upper trigram
hexagram:49,hexagram_graha,graha:mangala,yijing_jyotish,hexagrams.csv,0.78,false,revolution governed by mangala
hexagram:49,hexagram_rasa,rasa:raudra,yijing_natyashastra,hexagrams.csv,0.72,false,revolution expresses raudra
hexagram:50,hexagram_lower_trigram,trigram:xun,yijing,hexagrams.csv,1.00,false,the caldron lower trigram
hexagram:50,hexagram_upper_trigram,trigram:li,yijing,hexagrams.csv,1.00,false,the caldron upper trigram
hexagram:50,hexagram_graha,graha:surya,yijing_jyotish,hexagrams.csv,0.78,false,the caldron governed by surya
hexagram:50,hexagram_rasa,rasa:adbhuta,yijing_natyashastra,hexagrams.csv,0.72,false,the caldron expresses adbhuta
hexagram:51,hexagram_lower_trigram,trigram:zhen,yijing,hexagrams.csv,1.00,false,the arousing lower trigram
hexagram:51,hexagram_upper_trigram,trigram:zhen,yijing,hexagrams.csv,1.00,false,the arousing upper trigram
hexagram:51,hexagram_graha,graha:mangala,yijing_jyotish,hexagrams.csv,0.78,false,the arousing governed by mangala
hexagram:51,hexagram_rasa,rasa:bhayanaka,yijing_natyashastra,hexagrams.csv,0.72,false,the arousing expresses bhayanaka
hexagram:52,hexagram_lower_trigram,trigram:gen,yijing,hexagrams.csv,1.00,false,keeping still lower trigram
hexagram:52,hexagram_upper_trigram,trigram:gen,yijing,hexagrams.csv,1.00,false,keeping still upper trigram
hexagram:52,hexagram_graha,graha:guru,yijing_jyotish,hexagrams.csv,0.78,false,keeping still governed by guru
hexagram:52,hexagram_rasa,rasa:shanta,yijing_natyashastra,hexagrams.csv,0.72,false,keeping still expresses shanta
hexagram:53,hexagram_lower_trigram,trigram:gen,yijing,hexagrams.csv,1.00,false,development lower trigram
hexagram:53,hexagram_upper_trigram,trigram:xun,yijing,hexagrams.csv,1.00,false,development upper trigram
hexagram:53,hexagram_graha,graha:budha,yijing_jyotish,hexagrams.csv,0.78,false,development governed by budha
hexagram:53,hexagram_rasa,rasa:shringara,yijing_natyashastra,hexagrams.csv,0.72,false,development expresses shringara
hexagram:54,hexagram_lower_trigram,trigram:dui,yijing,hexagrams.csv,1.00,false,the marrying maiden lower trigram
hexagram:54,hexagram_upper_trigram,trigram:zhen,yijing,hexagrams.csv,1.00,false,the marrying maiden upper trigram
hexagram:54,hexagram_graha,graha:mangala,yijing_jyotish,hexagrams.csv,0.78,false,the marrying maiden governed by mangala
hexagram:54,hexagram_rasa,rasa:karuna,yijing_natyashastra,hexagrams.csv,0.72,false,the marrying maiden expresses karuna
hexagram:55,hexagram_lower_trigram,trigram:li,yijing,hexagrams.csv,1.00,false,abundance lower trigram
