file,from_id,relation,to_id
relations_resolved_inference.csv,nakshatra:ashlesha,nakshatra_associated_deity,deity:agni
relations_resolved_inference.csv,nakshatra:anuradha,nakshatra_associated_deity,deity:agni
relations_resolved_inference.csv,nakshatra:mula,nakshatra_associated_deity,deity:brahma
relations_resolved_inference.csv,nakshatra:vishakha,nakshatra_associated_deity,deity:agni
relations_resolved_inference.csv,nakshatra:uttara_phalguni,nakshatra_associated_deity,deity:agni
relations_resolved_inference.csv,nakshatra:swati,nakshatra_associated_deity,deity:agni
relations_resolved_inference.csv,nakshatra:shravana,nakshatra_associated_deity,deity:agni
relations_resolved_inference.csv,nakshatra:shatabhisha,nakshatra_associated_deity,deity:agni
relations_resolved_inference.csv,nakshatra:rohini,nakshatra_associated_deity,deity:agni
relations_resolved_inference.csv,nakshatra:revati,nakshatra_associated_deity,deity:agni
relations_resolved_inference.csv,nakshatra:pushya,nakshatra_associated_deity,deity:agni
relations_resolved_inference.csv,nakshatra:purva_bhadrapada,nakshatra_associated_deity,deity:agni
relations_resolved_inference.csv,nakshatra:punarvasu,nakshatra_associated_deity,deity:agni
relations_resolved_inference.csv,nakshatra:mula,nakshatra_associated_deity,deity:agni
relations_resolved_inference.csv,nakshatra:magha,nakshatra_associated_deity,deity:agni
relations_resolved_inference.csv,nakshatra:jyeshtha,nakshatra_associated_deity,deity:agni
relations_resolved_inference.csv,nakshatra:dhanishta,nakshatra_associated_deity,deity:agni
relations_resolved_inference.csv,nakshatra:bharani,nakshatra_associated_deity,deity:agni
relations_resolved_inference.csv,nakshatra:ashwini,nakshatra_associated_deity,deity:agni
relations_resolved_inference.csv,nakshatra:ashlesha,nakshatra_associated_deity,deity:agni
relations_resolved_inference.csv,nakshatra:ardra,nakshatra_associated_deity,deity:agni
relations_resolved_inference.csv,nakshatra:anuradha,nakshatra_associated_deity,deity:agni
relations_resolved_inference.csv,nakshatra:ashwini,nakshatra_associated_deity,deity:ashwini
relations_resolved_inference.csv,nakshatra:vishakha,nakshatra_associated_deity,deity:shiva
relations_resolved_inference.csv,nakshatra:uttara_phalguni,nakshatra_associated_deity,deity:shiva
relations_resolved_inference.csv,nakshatra:shravana,nakshatra_associated_deity,deity:shiva
relations_resolved_inference.csv,nakshatra:rohini,nakshatra_associated_deity,deity:shiva
relations_resolved_inference.csv,nakshatra:pushya,nakshatra_associated_deity,deity:shiva
relations_resolved_inference.csv,nakshatra:purva_phalguni,nakshatra_associated_deity,deity:shiva
relations_resolved_inference.csv,nakshatra:punarvasu,nakshatra_associated_deity,deity:shiva
relations_resolved_inference.csv,nakshatra:mula,nakshatra_associated_deity,deity:shiva
relations_resolved_inference.csv,nakshatra:magha,nakshatra_associated_deity,deity:shiva
relations_resolved_inference.csv,nakshatra:krittika,nakshatra_associated_deity,deity:shiva
relations_resolved_inference.csv,nakshatra:jyeshtha,nakshatra_associated_deity,deity:shiva
relations_resolved_inference.csv,nakshatra:hasta,nakshatra_associated_deity,deity:shiva
relations_resolved_inference.csv,nakshatra:dhanishta,nakshatra_associated_deity,deity:shiva
relations_resolved_inference.csv,nakshatra:bharani,nakshatra_associated_deity,deity:shiva
relations_resolved_inference.csv,nakshatra:ashwini,nakshatra_associated_deity,deity:shiva
relations_resolved_inference.csv,nakshatra:ashlesha,nakshatra_associated_deity,deity:shiva
relations_resolved_inference.csv,nakshatra:ardra,nakshatra_associated_deity,deity:shiva
relations_resolved_inference.csv,nakshatra:anuradha,nakshatra_associated_deity,deity:shiva
relations_resolved_overlays.csv,nakshatra:ashwini,nakshatra_associated_deity,deity:ashwini_kumaras
relations_resolved_overlays.csv,nakshatra:magha,nakshatra_associated_deity,deity:pitrs
relations_resolved_overlays.csv,nakshatra:chitra,nakshatra_associated_deity,deity:vishvakarma
relations_resolved_overlays.csv,nakshatra:vishakha,nakshatra_associated_deity,deity:indraagni
relations_resolved_overlays.csv,nakshatra:anuradha,nakshatra_associated_deity,deity:mitra
relations_resolved_overlays.csv,nakshatra:uttara ashadha,nakshatra_associated_deity,deity:vishvadevas
relations_resolved_overlays.csv,nakshatra:purva bhadrapada,nakshatra_associated_deity,deity:ajaekapada
relations_resolved_overlays.csv,nakshatra:revati,nakshatra_associated_deity,deity:pushan
relations_resolved_overlays.csv,ritual:fast,ritual_prescribed_on,tithi:ekadashi
relations_resolved_overlays.csv,ritual:fast,ritual_prescribed_on,tithi:dvadashi
relations_resolved_overlays.csv,ritual:fast,ritual_prescribed_on,tithi:trayodashi
relations_resolved_overlays.csv,nakshatra:jyeshtha,nakshatra_ruling_graha,graha:mercury
relations_resolved_overlays.csv,nakshatra:mula,nakshatra_ruling_graha,graha:ketu
relations_resolved_overlays.csv,nakshatra:mula,nakshatra_associated_deity,deity:agni
relations_resolved_overlays.csv,nakshatra:anuradha,nakshatra_associated_deity,deity:agni
relations_resolved_overlays.csv,nakshatra:vishakha,nakshatra_associated_deity,deity:agni
relations_resolved_overlays.csv,nakshatra:swati,nakshatra_associated_deity,deity:agni
relations_resolved_overlays.csv,nakshatra:chitra,nakshatra_associated_deity,deity:agni
relations_resolved_overlays.csv,nakshatra:hasta,nakshatra_associated_deity,deity:agni
relations_resolved_overlays.csv,nakshatra:rohini,nakshatra_associated_deity,deity:shiva
relations_resolved_overlays.csv,nakshatra:magha,nakshatra_associated_deity,deity:shiva
relations_resolved_overlays.csv,nakshatra:magha,nakshatra_associated_deity,deity:agni
relations_resolved_overlays.csv,nakshatra:ashlesha,nakshatra_associated_deity,deity:vishnu
relations_resolved_overlays.csv,nakshatra:ashlesha,nakshatra_associated_deity,deity:agni
relations_resolved_overlays.csv,nakshatra:pushya,nakshatra_associated_deity,deity:agni
relations_resolved_overlays.csv,nakshatra:punarvasu,nakshatra_associated_deity,deity:vishnu
relations_resolved_overlays.csv,nakshatra:punarvasu,nakshatra_associated_deity,deity:vishnu
relations_resolved_overlays.csv,nakshatra:punarvasu,nakshatra_associated_deity,deity:agni
relations_resolved_overlays.csv,nakshatra:ardra,nakshatra_associated_deity,deity:brahma
relations_resolved_overlays.csv,nakshatra:rohini,nakshatra_associated_deity,deity:brahma
relations_resolved_overlays.csv,nakshatra:ardra,nakshatra_associated_deity,deity:brahma
relations_resolved_overlays.csv,nakshatra:ardra,nakshatra_associated_deity,deity:shiva
relations_resolved_overlays.csv,nakshatra:rohini,nakshatra_associated_deity,deity:brahma
relations_resolved_overlays.csv,nakshatra:rohini,nakshatra_associated_deity,deity:agni
relations_resolved_overlays.csv,nakshatra:krittika,nakshatra_associated_deity,deity:shiva
relations_resolved_overlays.csv,nakshatra:krittika,nakshatra_associated_deity,deity:agni
relations_resolved_overlays.csv,nakshatra:krittika,nakshatra_associated_deity,deity:agni
relations_resolved_overlays.csv,nakshatra:bharani,nakshatra_associated_deity,deity:yama
relations_resolved_overlays.csv,nakshatra:bharani,nakshatra_associated_deity,deity:yama
relations_resolved_overlays.csv,nakshatra:bharani,nakshatra_associated_deity,deity:agni
relations_resolved_overlays.csv,nakshatra:revati,nakshatra_associated_deity,deity:agni
relations_resolved_overlays.csv,nakshatra:ashwini,nakshatra_associated_deity,deity:ashwini
relations_resolved_overlays.csv,nakshatra:shatabhisha,nakshatra_associated_deity,deity:varuna
relations_resolved_overlays.csv,nakshatra:vishakha,nakshatra_associated_deity,deity:ashwini
relations_resolved_overlays.csv,nakshatra:swati,nakshatra_associated_deity,deity:ashwini
relations_resolved_overlays.csv,nakshatra:shatabhisha,nakshatra_associated_deity,deity:ashwini
relations_resolved_overlays.csv,nakshatra:rohini,nakshatra_associated_deity,deity:ashwini
relations_resolved_overlays.csv,nakshatra:revati,nakshatra_associated_deity,deity:ashwini
relations_resolved_overlays.csv,nakshatra:pushya,nakshatra_associated_deity,deity:ashwini
relations_resolved_overlays.csv,nakshatra:purva_bhadrapada,nakshatra_associated_deity,deity:ashwini
relations_resolved_overlays.csv,nakshatra:punarvasu,nakshatra_associated_deity,deity:ashwini
relations_resolved_overlays.csv,nakshatra:magha,nakshatra_associated_deity,deity:ashwini
relations_resolved_overlays.csv,nakshatra:dhanishta,nakshatra_associated_deity,deity:ashwini
relations_resolved_overlays.csv,nakshatra:bharani,nakshatra_associated_deity,deity:ashwini
relations_resolved_overlays.csv,nakshatra:ashwini,nakshatra_associated_deity,deity:ashwini
relations_resolved_overlays.csv,nakshatra:anuradha,nakshatra_associated_deity,deity:ashwini
relations_resolved_overlays.csv,nakshatra:dhanishta,nakshatra_associated_deity,deity:agni
relations_resolved_overlays.csv,nakshatra:vishakha,nakshatra_associated_deity,deity:ashwini
relations_resolved_overlays.csv,nakshatra:uttara_phalguni,nakshatra_associated_deity,deity:ashwini
relations_resolved_overlays.csv,nakshatra:shatabhisha,nakshatra_associated_deity,deity:ashwini
relations_resolved_overlays.csv,nakshatra:rohini,nakshatra_associated_deity,deity:ashwini
relations_resolved_overlays.csv,nakshatra:revati,nakshatra_associated_deity,deity:ashwini
relations_resolved_overlays.csv,nakshatra:punarvasu,nakshatra_associated_deity,deity:ashwini
relations_resolved_overlays.csv,nakshatra:magha,nakshatra_associated_deity,deity:ashwini
relations_resolved_overlays.csv,nakshatra:dhanishta,nakshatra_associated_deity,deity:ashwini
relations_resolved_overlays.csv,nakshatra:bharani,nakshatra_associated_deity,deity:ashwini
relations_resolved_overlays.csv,nakshatra:ashwini,nakshatra_associated_deity,deity:ashwini
relations_resolved_overlays.csv,nakshatra:ardra,nakshatra_associated_deity,deity:ashwini
relations_resolved_overlays.csv,nakshatra:anuradha,nakshatra_associated_deity,deity:ashwini
relations_resolved_overlays.csv,nakshatra:vishakha,nakshatra_associated_deity,deity:agni
relations_resolved_overlays.csv,nakshatra:rohini,nakshatra_associated_deity,deity:agni
relations_resolved_overlays.csv,nakshatra:jyeshtha,nakshatra_associated_deity,deity:agni
relations_resolved_overlays.csv,nakshatra:anuradha,nakshatra_associated_deity,deity:agni
relations_resolved_overlays.csv,nakshatra:uttara_bhadrapada,nakshatra_associated_deity,deity:agni
relations_resolved_overlays.csv,nakshatra:shatabhisha,nakshatra_associated_deity,deity:agni
relations_resolved_overlays.csv,nakshatra:revati,nakshatra_associated_deity,deity:agni
relations_resolved_overlays.csv,nakshatra:mula,nakshatra_associated_deity,deity:agni
relations_resolved_overlays.csv,nakshatra:ashlesha,nakshatra_associated_deity,deity:agni
relations_resolved_overlays.csv,nakshatra:ardra,nakshatra_associated_deity,deity:agni
relations_resolved_overlays.csv,nakshatra:vishakha,nakshatra_associated_deity,deity:ashwini
relations_resolved_overlays.csv,nakshatra:uttara_phalguni,nakshatra_associated_deity,deity:ashwini
relations_resolved_overlays.csv,nakshatra:swati,nakshatra_associated_deity,deity:ashwini
relations_resolved_overlays.csv,nakshatra:shatabhisha,nakshatra_associated_deity,deity:ashwini
relations_resolved_overlays.csv,nakshatra:rohini,nakshatra_associated_deity,deity:ashwini
relations_resolved_overlays.csv,nakshatra:revati,nakshatra_associated_deity,deity:ashwini
relations_resolved_overlays.csv,nakshatra:pushya,nakshatra_associated_deity,deity:ashwini
relations_resolved_overlays.csv,nakshatra:purva_bhadrapada,nakshatra_associated_deity,deity:ashwini
relations_resolved_overlays.csv,nakshatra:punarvasu,nakshatra_associated_deity,deity:ashwini
relations_resolved_overlays.csv,nakshatra:magha,nakshatra_associated_deity,deity:ashwini
relations_resolved_overlays.csv,nakshatra:krittika,nakshatra_associated_deity,deity:ashwini
relations_resolved_overlays.csv,nakshatra:ashwini,nakshatra_associated_deity,deity:ashwini
relations_resolved_overlays.csv,nakshatra:ardra,nakshatra_associated_deity,deity:ashwini
relations_resolved_overlays.csv,nakshatra:anuradha,nakshatra_associated_deity,deity:ashwini
relations_resolved_overlays.csv,nakshatra:rohini,nakshatra_associated_deity,deity:vishnu
relations_resolved_overlays.csv,nakshatra:hasta,nakshatra_associated_deity,deity:vishnu
relations_resolved_overlays.csv,nakshatra:vishakha,nakshatra_associated_deity,deity:ashwini
relations_resolved_overlays.csv,nakshatra:uttara_phalguni,nakshatra_associated_deity,deity:ashwini
relations_resolved_overlays.csv,nakshatra:shravana,nakshatra_associated_deity,deity:ashwini
relations_resolved_overlays.csv,nakshatra:shatabhisha,nakshatra_associated_deity,deity:ashwini
relations_resolved_overlays.csv,nakshatra:rohini,nakshatra_associated_deity,deity:ashwini
relations_resolved_overlays.csv,nakshatra:pushya,nakshatra_associated_deity,deity:ashwini
relations_resolved_overlays.csv,nakshatra:purva_bhadrapada,nakshatra_associated_deity,deity:ashwini
relations_resolved_overlays.csv,nakshatra:punarvasu,nakshatra_associated_deity,deity:ashwini
relations_resolved_overlays.csv,nakshatra:mula,nakshatra_associated_deity,deity:ashwini
relations_resolved_overlays.csv,nakshatra:magha,nakshatra_associated_deity,deity:ashwini
relations_resolved_overlays.csv,nakshatra:krittika,nakshatra_associated_deity,deity:ashwini
relations_resolved_overlays.csv,nakshatra:jyeshtha,nakshatra_associated_deity,deity:ashwini
relations_resolved_overlays.csv,nakshatra:dhanishta,nakshatra_associated_deity,deity:ashwini
relations_resolved_overlays.csv,nakshatra:bharani,nakshatra_associated_deity,deity:ashwini
relations_resolved_overlays.csv,nakshatra:ashwini,nakshatra_associated_deity,deity:ashwini
relations_resolved_overlays.csv,nakshatra:ardra,nakshatra_associated_deity,deity:ashwini
relations_resolved_overlays.csv,nakshatra:anuradha,nakshatra_associated_deity,deity:ashwini
relations_resolved_overlays.csv,nakshatra:vishakha,nakshatra_associated_deity,deity:ashwini
relations_resolved_overlays.csv,nakshatra:uttara_phalguni,nakshatra_associated_deity,deity:ashwini
relations_resolved_overlays.csv,nakshatra:shravana,nakshatra_associated_deity,deity:ashwini
relations_resolved_overlays.csv,nakshatra:shatabhisha,nakshatra_associated_deity,deity:ashwini
relations_resolved_overlays.csv,nakshatra:rohini,nakshatra_associated_deity,deity:ashwini
relations_resolved_overlays.csv,nakshatra:pushya,nakshatra_associated_deity,deity:ashwini
relations_resolved_overlays.csv,nakshatra:purva_bhadrapada,nakshatra_associated_deity,deity:ashwini
relations_resolved_overlays.csv,nakshatra:punarvasu,nakshatra_associated_deity,deity:ashwini
relations_resolved_overlays.csv,nakshatra:mula,nakshatra_associated_deity,deity:ashwini
relations_resolved_overlays.csv,nakshatra:magha,nakshatra_associated_deity,deity:ashwini
relations_resolved_overlays.csv,nakshatra:krittika,nakshatra_associated_deity,deity:ashwini
relations_resolved_overlays.csv,nakshatra:jyeshtha,nakshatra_associated_deity,deity:ashwini
relations_resolved_overlays.csv,nakshatra:dhanishta,nakshatra_associated_deity,deity:ashwini
relations_resolved_overlays.csv,nakshatra:bharani,nakshatra_associated_deity,deity:ashwini
relations_resolved_overlays.csv,nakshatra:ashwini,nakshatra_associated_deity,deity:ashwini
relations_resolved_overlays.csv,nakshatra:ashlesha,nakshatra_associated_deity,deity:ashwini
relations_resolved_overlays.csv,nakshatra:ardra,nakshatra_associated_deity,deity:ashwini
relations_resolved_overlays.csv,nakshatra:anuradha,nakshatra_associated_deity,deity:ashwini
relations_resolved_overlays.csv,nakshatra:uttara_phalguni,nakshatra_associated_deity,deity:ashwini
relations_resolved_overlays.csv,nakshatra:rohini,nakshatra_associated_deity,deity:ashwini
relations_resolved_overlays.csv,nakshatra:ashwini,nakshatra_associated_deity,deity:ashwini
relations_resolved_overlays.csv,nakshatra:uttara_phalguni,nakshatra_associated_deity,deity:agni
relations_resolved_overlays.csv,nakshatra:rohini,nakshatra_associated_deity,deity:agni
relations_resolved_overlays.csv,nakshatra:revati,nakshatra_associated_deity,deity:agni
relations_resolved_overlays.csv,nakshatra:krittika,nakshatra_associated_deity,deity:agni
relations_resolved_overlays.csv,nakshatra:jyeshtha,nakshatra_associated_deity,deity:agni
relations_resolved_overlays.csv,nakshatra:hasta,nakshatra_associated_deity,deity:agni
relations_resolved_overlays.csv,nakshatra:anuradha,nakshatra_associated_deity,deity:agni
relations_resolved_overlays.csv,nakshatra:vishakha,nakshatra_associated_deity,deity:yama
relations_resolved_overlays.csv,nakshatra:purva_phalguni,nakshatra_associated_deity,deity:yama
relations_resolved_overlays.csv,nakshatra:rohini,nakshatra_associated_deity,deity:yama
relations_resolved_overlays.csv,nakshatra:purva_bhadrapada,nakshatra_associated_deity,deity:yama
relations_resolved_overlays.csv,nakshatra:hasta,nakshatra_associated_deity,deity:yama
relations_resolved_overlays.csv,nakshatra:dhanishta,nakshatra_associated_deity,deity:yama
relations_resolved_overlays.csv,nakshatra:ashwini,nakshatra_associated_deity,deity:yama
relations_resolved_overlays.csv,nakshatra:anuradha,nakshatra_associated_deity,deity:yama
relations_resolved_overlays.csv,nakshatra:ashwini,nakshatra_associated_deity,deity:yama
relations_resolved_overlays.csv,nakshatra:uttara_phalguni,nakshatra_associated_deity,deity:ashwini
relations_resolved_overlays.csv,nakshatra:swati,nakshatra_associated_deity,deity:ashwini
relations_resolved_overlays.csv,nakshatra:shravana,nakshatra_associated_deity,deity:ashwini
relations_resolved_overlays.csv,nakshatra:shatabhisha,nakshatra_associated_deity,deity:ashwini
relations_resolved_overlays.csv,nakshatra:rohini,nakshatra_associated_deity,deity:ashwini
relations_resolved_overlays.csv,nakshatra:revati,nakshatra_associated_deity,deity:ashwini
relations_resolved_overlays.csv,nakshatra:pushya,nakshatra_associated_deity,deity:ashwini
relations_resolved_overlays.csv,nakshatra:purva_bhadrapada,nakshatra_associated_deity,deity:ashwini
relations_resolved_overlays.csv,nakshatra:punarvasu,nakshatra_associated_deity,deity:ashwini
relations_resolved_overlays.csv,nakshatra:mula,nakshatra_associated_deity,deity:ashwini
relations_resolved_overlays.csv,nakshatra:dhanishta,nakshatra_associated_deity,deity:ashwini
relations_resolved_overlays.csv,nakshatra:bharani,nakshatra_associated_deity,deity:ashwini
relations_resolved_overlays.csv,nakshatra:ashwini,nakshatra_associated_deity,deity:ashwini
relations_resolved_overlays.csv,nakshatra:ardra,nakshatra_associated_deity,deity:ashwini
