file,column,original_id,status,canonical_id
iching_relations.csv,from_id,trigram_xun,repaired,trigram:xun
iching_relations.csv,to_id,element_air,repaired,element:air
iching_relations.csv,from_id,trigram_xun,repaired,trigram:xun
iching_relations.csv,to_id,graha_budha,repaired,graha:budha
iching_relations.csv,from_id,trigram_xun,repaired,trigram:xun
iching_relations.csv,to_id,guna_sattva,repaired,guna:sattva
iching_relations.csv,from_id,trigram_xun,repaired,trigram:xun
iching_relations.csv,to_id,rasa_shringara,repaired,rasa:shringara
iching_relations.csv,from_id,trigram_kan,repaired,trigram:kan
iching_relations.csv,to_id,element_water,repaired,element:water
iching_relations.csv,from_id,trigram_kan,repaired,trigram:kan
iching_relations.csv,to_id,graha_shani,repaired,graha:shani
iching_relations.csv,from_id,trigram_kan,repaired,trigram:kan
iching_relations.csv,to_id,guna_tamas,repaired,guna:tamas
iching_relations.csv,from_id,trigram_kan,repaired,trigram:kan
iching_relations.csv,to_id,rasa_karuna,repaired,rasa:karuna
iching_relations.csv,from_id,trigram_li,repaired,trigram:li
iching_relations.csv,to_id,element_fire,repaired,element:fire
iching_relations.csv,from_id,trigram_li,repaired,trigram:li
iching_relations.csv,to_id,graha_surya,repaired,graha:surya
iching_relations.csv,from_id,trigram_li,repaired,trigram:li
iching_relations.csv,to_id,guna_rajas,repaired,guna:rajas
iching_relations.csv,from_id,trigram_li,repaired,trigram:li
iching_relations.csv,to_id,rasa_raudra,repaired,rasa:raudra
iching_relations.csv,from_id,trigram_gen,repaired,trigram:gen
iching_relations.csv,to_id,element_earth,repaired,element:earth
iching_relations.csv,from_id,trigram_gen,repaired,trigram:gen
iching_relations.csv,to_id,graha_guru,repaired,graha:guru
iching_relations.csv,from_id,trigram_gen,repaired,trigram:gen
iching_relations.csv,to_id,guna_tamas,repaired,guna:tamas
iching_relations.csv,from_id,trigram_gen,repaired,trigram:gen
iching_relations.csv,to_id,rasa_shanta,repaired,rasa:shanta
iching_relations.csv,from_id,trigram_dui,repaired,trigram:dui
iching_relations.csv,to_id,element_water,repaired,element:water
iching_relations.csv,from_id,trigram_dui,repaired,trigram:dui
iching_relations.csv,to_id,graha_shukra,repaired,graha:shukra
iching_relations.csv,from_id,trigram_dui,repaired,trigram:dui
iching_relations.csv,to_id,guna_sattva,repaired,guna:sattva
iching_relations.csv,from_id,trigram_dui,repaired,trigram:dui
iching_relations.csv,to_id,rasa_hasya,repaired,rasa:hasya
iching_relations.csv,from_id,hexagram_01,repaired,hexagram:01
iching_relations.csv,to_id,trigram_qian,repaired,trigram:qian
iching_relations.csv,from_id,hexagram_01,repaired,hexagram:01
iching_relations.csv,to_id,trigram_qian,repaired,trigram:qian
iching_relations.csv,from_id,hexagram_01,repaired,hexagram:01
iching_relations.csv,to_id,graha_surya,repaired,graha:surya
iching_relations.csv,from_id,hexagram_01,repaired,hexagram:01
iching_relations.csv,to_id,rasa_adbhuta,repaired,rasa:adbhuta
iching_relations.csv,from_id,hexagram_02,repaired,hexagram:02
iching_relations.csv,to_id,trigram_kun,repaired,trigram:kun
iching_relations.csv,from_id,hexagram_02,repaired,hexagram:02
iching_relations.csv,to_id,trigram_kun,repaired,trigram:kun
iching_relations.csv,from_id,hexagram_02,repaired,hexagram:02
iching_relations.csv,to_id,graha_chandra,repaired,graha:chandra
iching_relations.csv,from_id,hexagram_02,repaired,hexagram:02
iching_relations.csv,to_id,rasa_shanta,repaired,rasa:shanta
iching_relations.csv,from_id,hexagram_03,repaired,hexagram:03
iching_relations.csv,to_id,trigram_zhen,repaired,trigram:zhen
iching_relations.csv,from_id,hexagram_03,repaired,hexagram:03
iching_relations.csv,to_id,trigram_kan,repaired,trigram:kan
iching_relations.csv,from_id,hexagram_03,repaired,hexagram:03
iching_relations.csv,to_id,graha_mangala,repaired,graha:mangala
iching_relations.csv,from_id,hexagram_03,repaired,hexagram:03
iching_relations.csv,to_id,rasa_karuna,repaired,rasa:karuna
iching_relations.csv,from_id,hexagram_04,repaired,hexagram:04
iching_relations.csv,to_id,trigram_kan,repaired,trigram:kan
iching_relations.csv,from_id,hexagram_04,repaired,hexagram:04
iching_relations.csv,to_id,trigram_gen,repaired,trigram:gen
iching_relations.csv,from_id,hexagram_04,repaired,hexagram:04
iching_relations.csv,to_id,graha_shani,repaired,graha:shani
iching_relations.csv,from_id,hexagram_04,repaired,hexagram:04
iching_relations.csv,to_id,rasa_hasya,repaired,rasa:hasya
iching_relations.csv,from_id,hexagram_05,repaired,hexagram:05
iching_relations.csv,to_id,trigram_qian,repaired,trigram:qian
iching_relations.csv,from_id,hexagram_05,repaired,hexagram:05
iching_relations.csv,to_id,trigram_kan,repaired,trigram:kan
iching_relations.csv,from_id,hexagram_05,repaired,hexagram:05
iching_relations.csv,to_id,graha_surya,repaired,graha:surya
iching_relations.csv,from_id,hexagram_05,repaired,hexagram:05
iching_relations.csv,to_id,rasa_shanta,repaired,rasa:shanta
iching_relations.csv,from_id,hexagram_06,repaired,hexagram:06
iching_relations.csv,to_id,trigram_kan,repaired,trigram:kan
iching_relations.csv,from_id,hexagram_06,repaired,hexagram:06
iching_relations.csv,to_id,trigram_qian,repaired,trigram:qian
iching_relations.csv,from_id,hexagram_06,repaired,hexagram:06
iching_relations.csv,to_id,graha_shani,repaired,graha:shani
iching_relations.csv,from_id,hexagram_06,repaired,hexagram:06
iching_relations.csv,to_id,rasa_raudra,repaired,rasa:raudra
iching_relations.csv,from_id,hexagram_07,repaired,hexagram:07
iching_relations.csv,to_id,trigram_kun,repaired,trigram:kun
iching_relations.csv,from_id,hexagram_07,repaired,hexagram:07
iching_relations.csv,to_id,trigram_kan,repaired,trigram:kan
iching_relations.csv,from_id,hexagram_07,repaired,hexagram:07
iching_relations.csv,to_id,graha_mangala,repaired,graha:mangala
iching_relations.csv,from_id,hexagram_07,repaired,hexagram:07
iching_relations.csv,to_id,rasa_vira,repaired,rasa:vira
iching_relations.csv,from_id,hexagram_08,repaired,hexagram:08
iching_relations.csv,to_id,trigram_kan,repaired,trigram:kan
iching_relations.csv,from_id,hexagram_08,repaired,hexagram:08
iching_relations.csv,to_id,trigram_kun,repaired,trigram:kun
iching_relations.csv,from_id,hexagram_08,repaired,hexagram:08
iching_relations.csv,to_id,graha_chandra,repaired,graha:chandra
iching_relations.csv,from_id,hexagram_08,repaired,hexagram:08
iching_relations.csv,to_id,rasa_shringara,repaired,rasa:shringara
iching_relations.csv,from_id,hexagram_09,repaired,hexagram:09
iching_relations.csv,to_id,trigram_qian,repaired,trigram:qian
iching_relations.csv,from_id,hexagram_09,repaired,hexagram:09
iching_relations.csv,to_id,trigram_xun,repaired,trigram:xun
iching_relations.csv,from_id,hexagram_09,repaired,hexagram:09
iching_relations.csv,to_id,graha_budha,repaired,graha:budha
iching_relations.csv,from_id,hexagram_09,repaired,hexagram:09
iching_relations.csv,to_id,rasa_shringara,repaired,rasa:shringara
iching_relations.csv,from_id,hexagram_10,repaired,hexagram:10
iching_relations.csv,to_id,trigram_dui,repaired,trigram:dui
iching_relations.csv,from_id,hexagram_10,repaired,hexagram:10
iching_relations.csv,to_id,trigram_qian,repaired,trigram:qian
iching_relations.csv,from_id,hexagram_10,repaired,hexagram:10
iching_relations.csv,to_id,graha_shukra,repaired,graha:shukra
iching_relations.csv,from_id,hexagram_10,repaired,hexagram:10
iching_relations.csv,to_id,rasa_bhayanaka,repaired,rasa:bhayanaka
iching_relations.csv,from_id,hexagram_11,repaired,hexagram:11
iching_relations.csv,to_id,trigram_qian,repaired,trigram:qian
iching_relations.csv,from_id,hexagram_11,repaired,hexagram:11
iching_relations.csv,to_id,trigram_kun,repaired,trigram:kun
iching_relations.csv,from_id,hexagram_11,repaired,hexagram:11
iching_relations.csv,to_id,graha_surya,repaired,graha:surya
iching_relations.csv,from_id,hexagram_11,repaired,hexagram:11
iching_relations.csv,to_id,rasa_shanta,repaired,rasa:shanta
iching_relations.csv,from_id,hexagram_12,repaired,hexagram:12
iching_relations.csv,to_id,trigram_kun,repaired,trigram:kun
iching_relations.csv,from_id,hexagram_12,repaired,hexagram:12
iching_relations.csv,to_id,trigram_qian,repaired,trigram:qian
iching_relations.csv,from_id,hexagram_12,repaired,hexagram:12
iching_relations.csv,to_id,graha_shani,repaired,graha:shani
iching_relations.csv,from_id,hexagram_12,repaired,hexagram:12
iching_relations.csv,to_id,rasa_bibhatsa,repaired,rasa:bibhatsa
iching_relations.csv,from_id,hexagram_13,repaired,hexagram:13
iching_relations.csv,to_id,trigram_li,repaired,trigram:li
iching_relations.csv,from_id,hexagram_13,repaired,hexagram:13
iching_relations.csv,to_id,trigram_qian,repaired,trigram:qian
iching_relations.csv,from_id,hexagram_13,repaired,hexagram:13
iching_relations.csv,to_id,graha_surya,repaired,graha:surya
iching_relations.csv,from_id,hexagram_13,repaired,hexagram:13
iching_relations.csv,to_id,rasa_shringara,repaired,rasa:shringara
iching_relations.csv,from_id,hexagram_14,repaired,hexagram:14
iching_relations.csv,to_id,trigram_qian,repaired,trigram:qian
iching_relations.csv,from_id,hexagram_14,repaired,hexagram:14
iching_relations.csv,to_id,trigram_li,repaired,trigram:li
iching_relations.csv,from_id,hexagram_14,repaired,hexagram:14
iching_relations.csv,to_id,graha_surya,repaired,graha:surya
iching_relations.csv,from_id,hexagram_14,repaired,hexagram:14
iching_relations.csv,to_id,rasa_adbhuta,repaired,rasa:adbhuta
iching_relations.csv,from_id,hexagram_15,repaired,hexagram:15
iching_relations.csv,to_id,trigram_gen,repaired,trigram:gen
iching_relations.csv,from_id,hexagram_15,repaired,hexagram:15
iching_relations.csv,to_id,trigram_kun,repaired,trigram:kun
iching_relations.csv,from_id,hexagram_15,repaired,hexagram:15
iching_relations.csv,to_id,graha_guru,repaired,graha:guru
iching_relations.csv,from_id,hexagram_15,repaired,hexagram:15
iching_relations.csv,to_id,rasa_shanta,repaired,rasa:shanta
iching_relations.csv,from_id,hexagram_16,repaired,hexagram:16
iching_relations.csv,to_id,trigram_kun,repaired,trigram:kun
iching_relations.csv,from_id,hexagram_16,repaired,hexagram:16
iching_relations.csv,to_id,trigram_zhen,repaired,trigram:zhen
iching_relations.csv,from_id,hexagram_16,repaired,hexagram:16
iching_relations.csv,to_id,graha_mangala,repaired,graha:mangala
iching_relations.csv,from_id,hexagram_16,repaired,hexagram:16
iching_relations.csv,to_id,rasa_hasya,repaired,rasa:hasya
iching_relations.csv,from_id,hexagram_17,repaired,hexagram:17
iching_relations.csv,to_id,trigram_zhen,repaired,trigram:zhen
iching_relations.csv,from_id,hexagram_17,repaired,hexagram:17
iching_relations.csv,to_id,trigram_dui,repaired,trigram:dui
iching_relations.csv,from_id,hexagram_17,repaired,hexagram:17
iching_relations.csv,to_id,graha_shukra,repaired,graha:shukra
iching_relations.csv,from_id,hexagram_17,repaired,hexagram:17
iching_relations.csv,to_id,rasa_shringara,repaired,rasa:shringara
iching_relations.csv,from_id,hexagram_18,repaired,hexagram:18
iching_relations.csv,to_id,trigram_xun,repaired,trigram:xun
iching_relations.csv,from_id,hexagram_18,repaired,hexagram:18
iching_relations.csv,to_id,trigram_gen,repaired,trigram:gen
iching_relations.csv,from_id,hexagram_18,repaired,hexagram:18
iching_relations.csv,to_id,graha_budha,repaired,graha:budha
iching_relations.csv,from_id,hexagram_18,repaired,hexagram:18
iching_relations.csv,to_id,rasa_karuna,repaired,rasa:karuna
iching_relations.csv,from_id,hexagram_19,repaired,hexagram:19
iching_relations.csv,to_id,trigram_dui,repaired,trigram:dui
iching_relations.csv,from_id,hexagram_19,repaired,hexagram:19
iching_relations.csv,to_id,trigram_kun,repaired,trigram:kun
iching_relations.csv,from_id,hexagram_19,repaired,hexagram:19
iching_relations.csv,to_id,graha_chandra,repaired,graha:chandra
iching_relations.csv,from_id,hexagram_19,repaired,hexagram:19
iching_relations.csv,to_id,rasa_shringara,repaired,rasa:shringara
iching_relations.csv,from_id,hexagram_20,repaired,hexagram:20
iching_relations.csv,to_id,trigram_kun,repaired,trigram:kun
iching_relations.csv,from_id,hexagram_20,repaired,hexagram:20
iching_relations.csv,to_id,trigram_xun,repaired,trigram:xun
iching_relations.csv,from_id,hexagram_20,repaired,hexagram:20
iching_relations.csv,to_id,graha_budha,repaired,graha:budha
iching_relations.csv,from_id,hexagram_20,repaired,hexagram:20
iching_relations.csv,to_id,rasa_shanta,repaired,rasa:shanta
iching_relations.csv,from_id,hexagram_21,repaired,hexagram:21
iching_relations.csv,to_id,trigram_zhen,repaired,trigram:zhen
iching_relations.csv,from_id,hexagram_21,repaired,hexagram:21
iching_relations.csv,to_id,trigram_li,repaired,trigram:li
iching_relations.csv,from_id,hexagram_21,repaired,hexagram:21
iching_relations.csv,to_id,graha_mangala,repaired,graha:mangala
iching_relations.csv,from_id,hexagram_21,repaired,hexagram:21
iching_relations.csv,to_id,rasa_raudra,repaired,rasa:raudra
iching_relations.csv,from_id,hexagram_22,repaired,hexagram:22
iching_relations.csv,to_id,trigram_li,repaired,trigram:li
iching_relations.csv,from_id,hexagram_22,repaired,hexagram:22
iching_relations.csv,to_id,trigram_gen,repaired,trigram:gen
iching_relations.csv,from_id,hexagram_22,repaired,hexagram:22
iching_relations.csv,to_id,graha_surya,repaired,graha:surya
iching_relations.csv,from_id,hexagram_22,repaired,hexagram:22
iching_relations.csv,to_id,rasa_shringara,repaired,rasa:shringara
iching_relations.csv,from_id,hexagram_23,repaired,hexagram:23
iching_relations.csv,to_id,trigram_kun,repaired,trigram:kun
iching_relations.csv,from_id,hexagram_23,repaired,hexagram:23
iching_relations.csv,to_id,trigram_gen,repaired,trigram:gen
iching_relations.csv,from_id,hexagram_23,repaired,hexagram:23
iching_relations.csv,to_id,graha_shani,repaired,graha:shani
iching_relations.csv,from_id,hexagram_23,repaired,hexagram:23
iching_relations.csv,to_id,rasa_bhayanaka,repaired,rasa:bhayanaka
iching_relations.csv,from_id,hexagram_24,repaired,hexagram:24
iching_relations.csv,to_id,trigram_zhen,repaired,trigram:zhen
iching_relations.csv,from_id,hexagram_24,repaired,hexagram:24
iching_relations.csv,to_id,trigram_kun,repaired,trigram:kun
iching_relations.csv,from_id,hexagram_24,repaired,hexagram:24
iching_relations.csv,to_id,graha_mangala,repaired,graha:mangala
iching_relations.csv,from_id,hexagram_24,repaired,hexagram:24
iching_relations.csv,to_id,rasa_adbhuta,repaired,rasa:adbhuta
iching_relations.csv,from_id,hexagram_25,repaired,hexagram:25
iching_relations.csv,to_id,trigram_zhen,repaired,trigram:zhen
iching_relations.csv,from_id,hexagram_25,repaired,hexagram:25
iching_relations.csv,to_id,trigram_qian,repaired,trigram:qian
iching_relations.csv,from_id,hexagram_25,repaired,hexagram:25
iching_relations.csv,to_id,graha_surya,repaired,graha:surya
iching_relations.csv,from_id,hexagram_25,repaired,hexagram:25
iching_relations.csv,to_id,rasa_adbhuta,repaired,rasa:adbhuta
iching_relations.csv,from_id,hexagram_26,repaired,hexagram:26
iching_relations.csv,to_id,trigram_qian,repaired,trigram:qian
iching_relations.csv,from_id,hexagram_26,repaired,hexagram:26
iching_relations.csv,to_id,trigram_gen,repaired,trigram:gen
iching_relations.csv,from_id,hexagram_26,repaired,hexagram:26
iching_relations.csv,to_id,graha_guru,repaired,graha:guru
iching_relations.csv,from_id,hexagram_26,repaired,hexagram:26
iching_relations.csv,to_id,rasa_vira,repaired,rasa:vira
iching_relations.csv,from_id,hexagram_27,repaired,hexagram:27
iching_relations.csv,to_id,trigram_zhen,repaired,trigram:zhen
iching_relations.csv,from_id,hexagram_27,repaired,hexagram:27
iching_relations.csv,to_id,trigram_gen,repaired,trigram:gen
iching_relations.csv,from_id,hexagram_27,repaired,hexagram:27
iching_relations.csv,to_id,graha_guru,repaired,graha:guru
iching_relations.csv,from_id,hexagram_27,repaired,hexagram:27
iching_relations.csv,to_id,rasa_shringara,repaired,rasa:shringara
iching_relations.csv,from_id,hexagram_28,repaired,hexagram:28
iching_relations.csv,to_id,trigram_xun,repaired,trigram:xun
iching_relations.csv,from_id,hexagram_28,repaired,hexagram:28
iching_relations.csv,to_id,trigram_dui,repaired,trigram:dui
iching_relations.csv,from_id,hexagram_28,repaired,hexagram:28
iching_relations.csv,to_id,graha_shukra,repaired,graha:shukra
iching_relations.csv,from_id,hexagram_28,repaired,hexagram:28
iching_relations.csv,to_id,rasa_bhayanaka,repaired,rasa:bhayanaka
iching_relations.csv,from_id,hexagram_29,repaired,hexagram:29
iching_relations.csv,to_id,trigram_kan,repaired,trigram:kan
iching_relations.csv,from_id,hexagram_29,repaired,hexagram:29
iching_relations.csv,to_id,trigram_kan,repaired,trigram:kan
iching_relations.csv,from_id,hexagram_29,repaired,hexagram:29
iching_relations.csv,to_id,graha_shani,repaired,graha:shani
iching_relations.csv,from_id,hexagram_29,repaired,hexagram:29
iching_relations.csv,to_id,rasa_bhayanaka,repaired,rasa:bhayanaka
iching_relations.csv,from_id,hexagram_30,repaired,hexagram:30
iching_relations.csv,to_id,trigram_li,repaired,trigram:li
iching_relations.csv,from_id,hexagram_30,repaired,hexagram:30
iching_relations.csv,to_id,trigram_li,repaired,trigram:li
iching_relations.csv,from_id,hexagram_30,repaired,hexagram:30
iching_relations.csv,to_id,graha_surya,repaired,graha:surya
iching_relations.csv,from_id,hexagram_30,repaired,hexagram:30
iching_relations.csv,to_id,rasa_adbhuta,repaired,rasa:adbhuta
iching_relations.csv,from_id,hexagram_31,repaired,hexagram:31
iching_relations.csv,to_id,trigram_gen,repaired,trigram:gen
iching_relations.csv,from_id,hexagram_31,repaired,hexagram:31
iching_relations.csv,to_id,trigram_dui,repaired,trigram:dui
iching_relations.csv,from_id,hexagram_31,repaired,hexagram:31
iching_relations.csv,to_id,graha_shukra,repaired,graha:shukra
iching_relations.csv,from_id,hexagram_31,repaired,hexagram:31
iching_relations.csv,to_id,rasa_shringara,repaired,rasa:shringara
iching_relations.csv,from_id,hexagram_32,repaired,hexagram:32
iching_relations.csv,to_id,trigram_xun,repaired,trigram:xun
iching_relations.csv,from_id,hexagram_32,repaired,hexagram:32
iching_relations.csv,to_id,trigram_zhen,repaired,trigram:zhen
iching_relations.csv,from_id,hexagram_32,repaired,hexagram:32
iching_relations.csv,to_id,graha_mangala,repaired,graha:mangala
iching_relations.csv,from_id,hexagram_32,repaired,hexagram:32
iching_relations.csv,to_id,rasa_shanta,repaired,rasa:shanta
iching_relations.csv,from_id,hexagram_33,repaired,hexagram:33
iching_relations.csv,to_id,trigram_gen,repaired,trigram:gen
iching_relations.csv,from_id,hexagram_33,repaired,hexagram:33
iching_relations.csv,to_id,trigram_qian,repaired,trigram:qian
iching_relations.csv,from_id,hexagram_33,repaired,hexagram:33
iching_relations.csv,to_id,graha_guru,repaired,graha:guru
iching_relations.csv,from_id,hexagram_33,repaired,hexagram:33
iching_relations.csv,to_id,rasa_shanta,repaired,rasa:shanta
iching_relations.csv,from_id,hexagram_34,repaired,hexagram:34
iching_relations.csv,to_id,trigram_qian,repaired,trigram:qian
iching_relations.csv,from_id,hexagram_34,repaired,hexagram:34
iching_relations.csv,to_id,trigram_zhen,repaired,trigram:zhen
iching_relations.csv,from_id,hexagram_34,repaired,hexagram:34
iching_relations.csv,to_id,graha_mangala,repaired,graha:mangala
iching_relations.csv,from_id,hexagram_34,repaired,hexagram:34
iching_relations.csv,to_id,rasa_vira,repaired,rasa:vira
iching_relations.csv,from_id,hexagram_35,repaired,hexagram:35
iching_relations.csv,to_id,trigram_kun,repaired,trigram:kun
iching_relations.csv,from_id,hexagram_35,repaired,hexagram:35
iching_relations.csv,to_id,trigram_li,repaired,trigram:li
iching_relations.csv,from_id,hexagram_35,repaired,hexagram:35
iching_relations.csv,to_id,graha_surya,repaired,graha:surya
iching_relations.csv,from_id,hexagram_35,repaired,hexagram:35
iching_relations.csv,to_id,rasa_adbhuta,repaired,rasa:adbhuta
iching_relations.csv,from_id,hexagram_36,repaired,hexagram:36
iching_relations.csv,to_id,trigram_li,repaired,trigram:li
iching_relations.csv,from_id,hexagram_36,repaired,hexagram:36
iching_relations.csv,to_id,trigram_kun,repaired,trigram:kun
iching_relations.csv,from_id,hexagram_36,repaired,hexagram:36
iching_relations.csv,to_id,graha_shani,repaired,graha:shani
iching_relations.csv,from_id,hexagram_36,repaired,hexagram:36
iching_relations.csv,to_id,rasa_karuna,repaired,rasa:karuna
iching_relations.csv,from_id,hexagram_37,repaired,hexagram:37
iching_relations.csv,to_id,trigram_li,repaired,trigram:li
iching_relations.csv,from_id,hexagram_37,repaired,hexagram:37
iching_relations.csv,to_id,trigram_xun,repaired,trigram:xun
iching_relations.csv,from_id,hexagram_37,repaired,hexagram:37
iching_relations.csv,to_id,graha_budha,repaired,graha:budha
iching_relations.csv,from_id,hexagram_37,repaired,hexagram:37
iching_relations.csv,to_id,rasa_shringara,repaired,rasa:shringara
iching_relations.csv,from_id,hexagram_38,repaired,hexagram:38
iching_relations.csv,to_id,trigram_dui,repaired,trigram:dui
iching_relations.csv,from_id,hexagram_38,repaired,hexagram:38
iching_relations.csv,to_id,trigram_li,repaired,trigram:li
iching_relations.csv,from_id,hexagram_38,repaired,hexagram:38
iching_relations.csv,to_id,graha_mangala,repaired,graha:mangala
iching_relations.csv,from_id,hexagram_38,repaired,hexagram:38
iching_relations.csv,to_id,rasa_raudra,repaired,rasa:raudra
iching_relations.csv,from_id,hexagram_39,repaired,hexagram:39
iching_relations.csv,to_id,trigram_gen,repaired,trigram:gen
iching_relations.csv,from_id,hexagram_39,repaired,hexagram:39
iching_relations.csv,to_id,trigram_kan,repaired,trigram:kan
iching_relations.csv,from_id,hexagram_39,repaired,hexagram:39
iching_relations.csv,to_id,graha_shani,repaired,graha:shani
iching_relations.csv,from_id,hexagram_39,repaired,hexagram:39
iching_relations.csv,to_id,rasa_karuna,repaired,rasa:karuna
